Country;Continent;Sub Region;Year;GDP per Capita (Grouped);Life Expectancy (Grouped);C02 Emissions per Person (Tonnes);Child Mortality Rate (per 1000 births);GDP per Capita;Life Expectancy;Population Total
Philippines;Asia;South-Eastern Asia;1995;<5000;>60;0,869;45,6;3960;68,2;69800000
Timor-Leste;Asia;South-Eastern Asia;1995;<5000;>60;;139;1560;60,9;844000
Philippines;Asia;South-Eastern Asia;1996;<5000;>60;0,87;44;4100;68,3;71400000
Timor-Leste;Asia;South-Eastern Asia;1996;<5000;>60;;133;1740;62,5;855000
Myanmar;Asia;South-Eastern Asia;1997;<5000;>60;0,169;97,2;1020;60,1;45000000
Philippines;Asia;South-Eastern Asia;1997;<5000;>60;0,974;42,7;4210;68,4;73000000
Timor-Leste;Asia;South-Eastern Asia;1997;<5000;>60;;126;1840;61,5;862000
Myanmar;Asia;South-Eastern Asia;1998;<5000;>60;0,18;94,7;1060;60,5;45600000
Philippines;Asia;South-Eastern Asia;1998;<5000;>60;0,927;41,6;4100;68,4;74700000
Timor-Leste;Asia;South-Eastern Asia;1998;<5000;>60;;120;1830;61,8;867000
Myanmar;Asia;South-Eastern Asia;1999;<5000;>60;0,197;92,3;1160;60,8;46200000
Philippines;Asia;South-Eastern Asia;1999;<5000;>60;0,906;40,6;4130;68,3;76300000
Myanmar;Asia;South-Eastern Asia;2000;<5000;>60;0,219;90;1310;61,1;46700000
Philippines;Asia;South-Eastern Asia;2000;<5000;>60;0,94;39,7;4220;68,2;78000000
Timor-Leste;Asia;South-Eastern Asia;2000;<5000;>60;;109;1390;63,7;884000
Cambodia;Asia;South-Eastern Asia;2001;<5000;>60;0,182;97,6;1460;60,1;12400000
Myanmar;Asia;South-Eastern Asia;2001;<5000;>60;0,187;87,6;1440;61,5;47200000
Philippines;Asia;South-Eastern Asia;2001;<5000;>60;0,892;38,9;4260;68,3;79700000
Timor-Leste;Asia;South-Eastern Asia;2001;<5000;>60;;103;1580;64,3;901000
Cambodia;Asia;South-Eastern Asia;2002;<5000;>60;0,175;87,7;1530;60,7;12600000
Myanmar;Asia;South-Eastern Asia;2002;<5000;>60;0,195;85,2;1590;62;47700000
Philippines;Asia;South-Eastern Asia;2002;<5000;>60;0,877;38,2;4320;68,2;81400000
Timor-Leste;Asia;South-Eastern Asia;2002;<5000;>60;0,175;97,6;1430;64,8;923000
Cambodia;Asia;South-Eastern Asia;2003;<5000;>60;0,185;78,9;1630;61,3;12900000
Myanmar;Asia;South-Eastern Asia;2003;<5000;>60;0,207;82,8;1800;62,5;48100000
Philippines;Asia;South-Eastern Asia;2003;<5000;>60;0,86;37,4;4440;68,2;83100000
Timor-Leste;Asia;South-Eastern Asia;2003;<5000;>60;0,168;92,3;1340;65,2;947000
Cambodia;Asia;South-Eastern Asia;2004;<5000;>60;0,187;71,6;1770;62;13100000
Myanmar;Asia;South-Eastern Asia;2004;<5000;>60;0,259;80,3;2020;63;48600000
Philippines;Asia;South-Eastern Asia;2004;<5000;>60;0,875;36,6;4650;68,2;84700000
Timor-Leste;Asia;South-Eastern Asia;2004;<5000;>60;0,177;87,1;1300;66,2;972000
Cambodia;Asia;South-Eastern Asia;2005;<5000;>60;0,209;65,5;1970;62,9;13300000
Myanmar;Asia;South-Eastern Asia;2005;<5000;>60;0,239;77,8;2280;63,6;48900000
Philippines;Asia;South-Eastern Asia;2005;<5000;>60;0,867;35,8;4780;68,3;86300000
Timor-Leste;Asia;South-Eastern Asia;2005;<5000;>60;0,171;82,1;1340;67,2;995000
Cambodia;Asia;South-Eastern Asia;2006;<5000;>60;0,223;60,4;2150;63,8;13500000
Myanmar;Asia;South-Eastern Asia;2006;<5000;>60;0,263;75,2;2550;64,3;49300000
Philippines;Asia;South-Eastern Asia;2006;<5000;>60;0,771;35;4940;68,3;87900000
Timor-Leste;Asia;South-Eastern Asia;2006;<5000;>60;0,171;77,3;1240;68,3;1020000
Cambodia;Asia;South-Eastern Asia;2007;<5000;>60;0,253;56;2330;64,5;13700000
Myanmar;Asia;South-Eastern Asia;2007;<5000;>60;0,262;72,5;2840;65;49600000
Timor-Leste;Asia;South-Eastern Asia;2007;<5000;>60;0,172;72,9;1360;69,2;1040000
Cambodia;Asia;South-Eastern Asia;2008;<5000;>60;0,281;51,9;2450;65,2;13900000
Timor-Leste;Asia;South-Eastern Asia;2008;<5000;>60;0,187;68,9;1530;70;1060000
Cambodia;Asia;South-Eastern Asia;2009;<5000;>60;0,33;48;2420;65,7;14100000
Myanmar;Asia;South-Eastern Asia;2009;<5000;>60;0,205;67,1;3420;66,2;50300000
Timor-Leste;Asia;South-Eastern Asia;2009;<5000;>60;0,208;65,5;1710;70,6;1070000
Cambodia;Asia;South-Eastern Asia;2010;<5000;>60;0,35;44,4;2520;66,1;14300000
Myanmar;Asia;South-Eastern Asia;2010;<5000;>60;0,25;64,4;3720;66,8;50600000
Timor-Leste;Asia;South-Eastern Asia;2010;<5000;>60;0,212;62,6;1850;71,1;1090000
Cambodia;Asia;South-Eastern Asia;2011;<5000;>60;0,358;41,1;2660;66,6;14500000
Myanmar;Asia;South-Eastern Asia;2011;<5000;>60;0,283;61,8;3900;67,4;51000000
Timor-Leste;Asia;South-Eastern Asia;2011;<5000;>60;0,217;60;1960;71,6;1110000
Cambodia;Asia;South-Eastern Asia;2012;<5000;>60;0,369;38,2;2810;67,2;14800000
Myanmar;Asia;South-Eastern Asia;2012;<5000;>60;0,217;59,3;4150;68;51400000
Timor-Leste;Asia;South-Eastern Asia;2012;<5000;>60;0,254;57,6;2030;72;1130000
Cambodia;Asia;South-Eastern Asia;2013;<5000;>60;0,373;35,7;2970;67,6;15000000
Myanmar;Asia;South-Eastern Asia;2013;<5000;>60;0,25;57;4460;68,5;51900000
Timor-Leste;Asia;South-Eastern Asia;2013;<5000;>60;0,372;55,5;2040;72,3;1150000
Cambodia;Asia;South-Eastern Asia;2014;<5000;>60;0,438;33,7;3120;68;15300000
Myanmar;Asia;South-Eastern Asia;2014;<5000;>60;0,417;54,8;4770;69,1;52300000
Timor-Leste;Asia;South-Eastern Asia;2014;<5000;>60;0,387;53,5;2110;72,5;1170000
Sri Lanka;Asia;Southern Asia;1966;<5000;>60;0,234;79,4;1870;62,8;11400000
Sri Lanka;Asia;Southern Asia;1967;<5000;>60;0,253;77,2;1990;63,4;11700000
Sri Lanka;Asia;Southern Asia;1968;<5000;>60;0,272;75,3;2090;63,9;11900000
Sri Lanka;Asia;Southern Asia;1969;<5000;>60;0,354;73,7;2130;64,4;12200000
Sri Lanka;Asia;Southern Asia;1970;<5000;>60;0,288;72,4;2190;64,9;12500000
Sri Lanka;Asia;Southern Asia;1971;<5000;>60;0,251;71,1;2130;64,7;12700000
Sri Lanka;Asia;Southern Asia;1972;<5000;>60;0,272;69,9;2140;64,7;13000000
Sri Lanka;Asia;Southern Asia;1973;<5000;>60;0,278;68,5;2190;64,7;13300000
Sri Lanka;Asia;Southern Asia;1974;<5000;>60;0,217;66,9;2230;64,4;13500000
Sri Lanka;Asia;Southern Asia;1975;<5000;>60;0,211;65;2250;64,9;13800000
Sri Lanka;Asia;Southern Asia;1976;<5000;>60;0,2;62,6;2280;65,5;14000000
Sri Lanka;Asia;Southern Asia;1977;<5000;>60;0,204;60;2400;66,3;14300000
Sri Lanka;Asia;Southern Asia;1978;<5000;>60;0,237;57;2510;67,3;14500000
Sri Lanka;Asia;Southern Asia;1979;<5000;>60;0,259;53,8;2620;68,1;14800000
Pakistan;Asia;Southern Asia;1980;<5000;>60;0,411;164;2210;60,3;78100000
Sri Lanka;Asia;Southern Asia;1980;<5000;>60;0,227;50,3;2730;68,9;15000000
Pakistan;Asia;Southern Asia;1981;<5000;>60;0,426;162;2310;60,6;80700000
Sri Lanka;Asia;Southern Asia;1981;<5000;>60;0,264;46,6;2850;69,5;15300000
Pakistan;Asia;Southern Asia;1982;<5000;>60;0,448;160;2400;61;83400000
Sri Lanka;Asia;Southern Asia;1982;<5000;>60;0,29;42,6;2950;69,7;15500000
Pakistan;Asia;Southern Asia;1983;<5000;>60;0,467;157;2490;61,3;86300000
Sri Lanka;Asia;Southern Asia;1983;<5000;>60;0,311;38,4;3070;69,8;15700000
Pakistan;Asia;Southern Asia;1984;<5000;>60;0,48;155;2530;61,6;89200000
Sri Lanka;Asia;Southern Asia;1984;<5000;>60;0,243;34,2;3190;69,8;15900000
Pakistan;Asia;Southern Asia;1985;<5000;>60;0,512;152;2680;61,8;92200000
Sri Lanka;Asia;Southern Asia;1985;<5000;>60;0,245;30,3;3280;70,3;16200000
Pakistan;Asia;Southern Asia;1986;<5000;>60;0,519;149;2770;62;95200000
Sri Lanka;Asia;Southern Asia;1986;<5000;>60;0,226;26,8;3400;70,8;16400000
Pakistan;Asia;Southern Asia;1987;<5000;>60;0,544;147;2850;62;98300000
Sri Lanka;Asia;Southern Asia;1987;<5000;>60;0,245;24,2;3390;70,8;16600000
Pakistan;Asia;Southern Asia;1988;<5000;>60;0,574;144;2940;62,1;101000000
Sri Lanka;Asia;Southern Asia;1988;<5000;>60;0,207;22,4;3440;71,1;16900000
Maldives;Asia;Southern Asia;1989;<5000;>60;0,576;98,7;3720;61,1;217000
Pakistan;Asia;Southern Asia;1989;<5000;>60;0,583;141;3000;62,3;105000000
Sri Lanka;Asia;Southern Asia;1989;<5000;>60;0,204;21,4;3480;71,7;17100000
Maldives;Asia;Southern Asia;1990;<5000;>60;0,772;93,9;4200;62,4;223000
Pakistan;Asia;Southern Asia;1990;<5000;>60;0,637;139;3060;62,5;108000000
Sri Lanka;Asia;Southern Asia;1990;<5000;>60;0,223;21;3670;71,6;17300000
Bhutan;Asia;Southern Asia;1991;<5000;>60;0,348;122;2320;60,5;535000
Maldives;Asia;Southern Asia;1991;<5000;>60;0,67;89,2;4380;63,6;230000
Pakistan;Asia;Southern Asia;1991;<5000;>60;0,616;136;3120;62,5;111000000
Sri Lanka;Asia;Southern Asia;1991;<5000;>60;0,238;21;3780;71,6;17500000
Bhutan;Asia;Southern Asia;1992;<5000;>60;0,407;116;2450;61,1;535000
Maldives;Asia;Southern Asia;1992;<5000;>60;0,978;84,6;4520;64,8;236000
Pakistan;Asia;Southern Asia;1992;<5000;>60;0,64;134;3270;62,4;114000000
Sri Lanka;Asia;Southern Asia;1992;<5000;>60;0,292;21,1;3900;72,2;17700000
Bangladesh;Asia;Southern Asia;1993;<5000;>60;0,153;126;1370;60,5;110000000
Bhutan;Asia;Southern Asia;1993;<5000;>60;0,35;111;2540;61,7;533000
Maldives;Asia;Southern Asia;1993;<5000;>60;0,817;79,9;4670;65,9;243000
Pakistan;Asia;Southern Asia;1993;<5000;>60;0,668;131;3240;62,3;117000000
Sri Lanka;Asia;Southern Asia;1993;<5000;>60;0,281;21,1;4120;72,9;17900000
Bangladesh;Asia;Southern Asia;1994;<5000;>60;0,163;120;1400;61,3;113000000
Bhutan;Asia;Southern Asia;1994;<5000;>60;0,412;106;2700;62,1;532000
India;Asia;Southern Asia;1994;<5000;>60;0,812;113;1930;60,4;946000000
Maldives;Asia;Southern Asia;1994;<5000;>60;0,797;75;4850;66,9;249000
Pakistan;Asia;Southern Asia;1994;<5000;>60;0,708;129;3280;62,2;120000000
Sri Lanka;Asia;Southern Asia;1994;<5000;>60;0,305;20,8;4310;73;18100000
Bangladesh;Asia;Southern Asia;1995;<5000;>60;0,192;114;1440;61,7;115000000
Bhutan;Asia;Southern Asia;1995;<5000;>60;0,484;101;2900;62,9;535000
India;Asia;Southern Asia;1995;<5000;>60;0,845;109;2040;60,8;964000000
Nepal;Asia;Southern Asia;1995;<5000;>60;0,0951;108;1350;60,6;21600000
Pakistan;Asia;Southern Asia;1995;<5000;>60;0,688;126;3360;62;124000000
Sri Lanka;Asia;Southern Asia;1995;<5000;>60;0,324;20,3;4510;72,2;18200000
Bangladesh;Asia;Southern Asia;1996;<5000;>60;0,198;108;1470;62,6;118000000
Bhutan;Asia;Southern Asia;1996;<5000;>60;0,579;96;3030;63,9;541000
India;Asia;Southern Asia;1996;<5000;>60;0,901;106;2150;61,1;982000000
Nepal;Asia;Southern Asia;1996;<5000;>60;0,114;103;1390;61,3;22100000
Pakistan;Asia;Southern Asia;1996;<5000;>60;0,75;123;3430;62,1;127000000
Sri Lanka;Asia;Southern Asia;1996;<5000;>60;0,384;19,6;4640;72,1;18400000
Bangladesh;Asia;Southern Asia;1997;<5000;>60;0,202;103;1510;63,5;120000000
Bhutan;Asia;Southern Asia;1997;<5000;>60;0,742;91,1;3140;64,4;552000
India;Asia;Southern Asia;1997;<5000;>60;0,92;102;2200;61,3;1000000000
Nepal;Asia;Southern Asia;1997;<5000;>60;0,124;97;1430;62;22600000
Pakistan;Asia;Southern Asia;1997;<5000;>60;0,734;121;3380;62,1;131000000
Sri Lanka;Asia;Southern Asia;1997;<5000;>60;0,412;18,8;4910;72,1;18500000
Bangladesh;Asia;Southern Asia;1998;<5000;>60;0,19;97,3;1550;64,3;123000000
Bhutan;Asia;Southern Asia;1998;<5000;>60;0,703;86,4;3240;65,1;564000
India;Asia;Southern Asia;1998;<5000;>60;0,921;98,7;2290;61,6;1020000000
Nepal;Asia;Southern Asia;1998;<5000;>60;0,0985;91,7;1440;62,5;23100000
Pakistan;Asia;Southern Asia;1998;<5000;>60;0,738;118;3390;62,3;135000000
Bangladesh;Asia;Southern Asia;1999;<5000;>60;0,196;92,2;1590;65,2;125000000
Bhutan;Asia;Southern Asia;1999;<5000;>60;0,691;81,8;3400;66;578000
India;Asia;Southern Asia;1999;<5000;>60;0,963;95,1;2450;62;1040000000
Nepal;Asia;Southern Asia;1999;<5000;>60;0,138;86,6;1480;63,2;23500000
Pakistan;Asia;Southern Asia;1999;<5000;>60;0,741;115;3430;62,5;139000000
Bangladesh;Asia;Southern Asia;2000;<5000;>60;0,212;87,4;1640;65,5;128000000
Bhutan;Asia;Southern Asia;2000;<5000;>60;0,691;77,4;3540;65,6;591000
India;Asia;Southern Asia;2000;<5000;>60;0,98;91,5;2500;62,3;1060000000
Nepal;Asia;Southern Asia;2000;<5000;>60;0,129;81,7;1540;63,7;23900000
Pakistan;Asia;Southern Asia;2000;<5000;>60;0,768;113;3500;62,6;142000000
Bangladesh;Asia;Southern Asia;2001;<5000;>60;0,242;82,8;1690;66;130000000
Bhutan;Asia;Southern Asia;2001;<5000;>60;0,653;73,2;3720;67,2;604000
India;Asia;Southern Asia;2001;<5000;>60;0,972;87,9;2570;62,7;1080000000
Nepal;Asia;Southern Asia;2001;<5000;>60;0,135;77,1;1590;64,3;24300000
Pakistan;Asia;Southern Asia;2001;<5000;>60;0,765;110;3490;62,8;146000000
Bangladesh;Asia;Southern Asia;2002;<5000;>60;0,247;78,4;1730;66,5;132000000
Bhutan;Asia;Southern Asia;2002;<5000;>60;0,689;69,2;4010;68;616000
India;Asia;Southern Asia;2002;<5000;>60;0,967;84,4;2620;63,1;1090000000
Nepal;Asia;Southern Asia;2002;<5000;>60;0,107;72,8;1560;64,4;24700000
Pakistan;Asia;Southern Asia;2002;<5000;>60;0,789;108;3520;62,9;150000000
Bangladesh;Asia;Southern Asia;2003;<5000;>60;0,257;74,3;1780;67,1;135000000
Bhutan;Asia;Southern Asia;2003;<5000;>60;0,606;65,3;4200;68,5;628000
India;Asia;Southern Asia;2003;<5000;>60;0,992;81;2780;63,5;1110000000
Nepal;Asia;Southern Asia;2003;<5000;>60;0,114;68,7;1600;65,2;25100000
Pakistan;Asia;Southern Asia;2003;<5000;>60;0,805;106;3620;63,1;153000000
Bangladesh;Asia;Southern Asia;2004;<5000;>60;0,267;70,3;1840;67,6;137000000
Bhutan;Asia;Southern Asia;2004;<5000;>60;0,481;61,5;4330;69,1;639000
India;Asia;Southern Asia;2004;<5000;>60;1,03;77,7;2960;63,8;1130000000
Nepal;Asia;Southern Asia;2004;<5000;>60;0,105;65;1650;65,6;25400000
Pakistan;Asia;Southern Asia;2004;<5000;>60;0,873;104;3810;63,4;157000000
Bangladesh;Asia;Southern Asia;2005;<5000;>60;0,275;66,5;1930;68;139000000
Bhutan;Asia;Southern Asia;2005;<5000;>60;0,603;57,9;4520;69,6;649000
India;Asia;Southern Asia;2005;<5000;>60;1,07;74,4;3180;64,2;1150000000
Nepal;Asia;Southern Asia;2005;<5000;>60;0,12;61,5;1680;66;25700000
Pakistan;Asia;Southern Asia;2005;<5000;>60;0,888;102;4010;62,6;160000000
Bangladesh;Asia;Southern Asia;2006;<5000;>60;0,3;62,8;2030;68,5;141000000
Bhutan;Asia;Southern Asia;2006;<5000;>60;0,584;54,5;4720;70,2;657000
India;Asia;Southern Asia;2006;<5000;>60;1,12;71,2;3420;64,6;1170000000
Nepal;Asia;Southern Asia;2006;<5000;>60;0,0988;58,2;1720;66,5;26100000
Pakistan;Asia;Southern Asia;2006;<5000;>60;0,93;99,6;4180;64;164000000
Bangladesh;Asia;Southern Asia;2007;<5000;>60;0,302;59,3;2150;68,9;143000000
India;Asia;Southern Asia;2007;<5000;>60;1,19;68;3700;65;1180000000
Nepal;Asia;Southern Asia;2007;<5000;>60;0,0997;55,2;1760;66,9;26400000
Pakistan;Asia;Southern Asia;2007;<5000;>60;0,991;97,7;4290;64,4;168000000
Bangladesh;Asia;Southern Asia;2008;<5000;>60;0,333;55,8;2250;69,5;144000000
India;Asia;Southern Asia;2008;<5000;>60;1,31;64,9;3790;65,4;1200000000
Nepal;Asia;Southern Asia;2008;<5000;>60;0,129;52,3;1850;67,3;26700000
Pakistan;Asia;Southern Asia;2008;<5000;>60;0,972;95,8;4270;64,7;172000000
Bangladesh;Asia;Southern Asia;2009;<5000;>60;0,357;52,6;2340;70,1;146000000
India;Asia;Southern Asia;2009;<5000;>60;1,43;61,9;4050;65,8;1220000000
Nepal;Asia;Southern Asia;2009;<5000;>60;0,162;49,6;1920;67,8;26900000
Pakistan;Asia;Southern Asia;2009;<5000;>60;0,951;93,9;4300;65;176000000
Bangladesh;Asia;Southern Asia;2010;<5000;>60;0,394;49,4;2440;70,4;148000000
India;Asia;Southern Asia;2010;<5000;>60;1,4;58,8;4410;66,2;1230000000
Nepal;Asia;Southern Asia;2010;<5000;>60;0,187;47;1990;68,3;27000000
Pakistan;Asia;Southern Asia;2010;<5000;>60;0,946;92,1;4280;65,3;179000000
Bangladesh;Asia;Southern Asia;2011;<5000;>60;0,412;46,5;2570;71;149000000
India;Asia;Southern Asia;2011;<5000;>60;1,48;55,9;4640;66,6;1250000000
Nepal;Asia;Southern Asia;2011;<5000;>60;0,202;44,6;2030;68,7;27000000
Pakistan;Asia;Southern Asia;2011;<5000;>60;0,93;90,1;4310;65,8;183000000
Bangladesh;Asia;Southern Asia;2012;<5000;>60;0,433;43,7;2710;71,3;151000000
India;Asia;Southern Asia;2012;<5000;>60;1,6;53;4830;67;1270000000
Nepal;Asia;Southern Asia;2012;<5000;>60;0,212;42,3;2100;69,2;27000000
Pakistan;Asia;Southern Asia;2012;<5000;>60;0,919;88;4370;66,1;187000000
Bangladesh;Asia;Southern Asia;2013;<5000;>60;0,442;41,1;2840;71,6;153000000
Nepal;Asia;Southern Asia;2013;<5000;>60;0,237;40,1;2160;69,6;26900000
Pakistan;Asia;Southern Asia;2013;<5000;>60;0,904;85,7;4460;66,5;191000000
Bangladesh;Asia;Southern Asia;2014;<5000;>60;0,459;38,6;2970;72;155000000
Nepal;Asia;Southern Asia;2014;<5000;>60;0,284;38;2270;70;26900000
Pakistan;Asia;Southern Asia;2014;<5000;>60;0,896;83,3;4580;66,9;195000000
Georgia;Asia;Western Asia;1966;<5000;>60;2,07;78;4120;63,1;4450000
Armenia;Asia;Western Asia;1967;<5000;>60;1,56;103;3150;64,5;2340000
Georgia;Asia;Western Asia;1967;<5000;>60;2,13;76,9;4340;63,4;4520000
Armenia;Asia;Western Asia;1968;<5000;>60;1,56;101;3300;64,9;2400000
Georgia;Asia;Western Asia;1968;<5000;>60;2,15;75,8;4500;63,7;4590000
Jordan;Asia;Western Asia;1968;<5000;>60;1,01;99,4;4620;60,7;1500000
Armenia;Asia;Western Asia;1969;<5000;>60;1,59;98,8;3320;65,2;2460000
Georgia;Asia;Western Asia;1969;<5000;>60;2,21;74,7;4680;64;4660000
Jordan;Asia;Western Asia;1969;<5000;>60;1,09;94,4;4790;61,4;1620000
Armenia;Asia;Western Asia;1970;<5000;>60;1,63;97;3540;65,5;2530000
Jordan;Asia;Western Asia;1970;<5000;>60;0,907;89,7;4130;62,2;1720000
Armenia;Asia;Western Asia;1971;<5000;>60;1,69;95,3;3590;66;2590000
Jordan;Asia;Western Asia;1971;<5000;>60;0,917;85,4;4070;62,8;1810000
Armenia;Asia;Western Asia;1972;<5000;>60;1,73;93,8;3580;66,5;2650000
Jordan;Asia;Western Asia;1972;<5000;>60;1,02;81,3;4040;63,5;1880000
Armenia;Asia;Western Asia;1973;<5000;>60;1,76;92,3;3840;67,1;2710000
Jordan;Asia;Western Asia;1973;<5000;>60;1,13;77,4;4090;64;1950000
Armenia;Asia;Western Asia;1974;<5000;>60;1,79;91;3880;67,6;2770000
Jordan;Asia;Western Asia;1974;<5000;>60;1,11;73,7;4290;64,4;2010000
Armenia;Asia;Western Asia;1975;<5000;>60;1,84;89,6;3820;68;2830000
Jordan;Asia;Western Asia;1975;<5000;>60;1,21;70,2;4410;64,8;2070000
Armenia;Asia;Western Asia;1976;<5000;>60;1,88;88,3;3920;68,4;2890000
Armenia;Asia;Western Asia;1977;<5000;>60;1,91;84,7;3940;68,8;2940000
Armenia;Asia;Western Asia;1978;<5000;>60;1,94;81,3;3970;69,2;3000000
Armenia;Asia;Western Asia;1979;<5000;>60;1,92;78;3880;69,4;3050000
Armenia;Asia;Western Asia;1980;<5000;>60;1,96;75;3820;69,6;3100000
Armenia;Asia;Western Asia;1981;<5000;>60;1,9;72;3790;69,9;3150000
Armenia;Asia;Western Asia;1982;<5000;>60;1,9;69,1;3820;70,4;3190000
Armenia;Asia;Western Asia;1983;<5000;>60;1,91;66,5;3870;70,3;3240000
Armenia;Asia;Western Asia;1984;<5000;>60;1,89;63,9;3850;70,6;3290000
Armenia;Asia;Western Asia;1985;<5000;>60;2,01;61,4;3810;70,7;3340000
Armenia;Asia;Western Asia;1986;<5000;>60;1,98;59;3900;71,2;3390000
Armenia;Asia;Western Asia;1987;<5000;>60;2,03;56,6;3880;71,4;3450000
Armenia;Asia;Western Asia;1989;<5000;>60;2;52;3900;70,6;3540000
Armenia;Asia;Western Asia;1990;<5000;>60;1,87;49,7;3740;70,2;3540000
Armenia;Asia;Western Asia;1991;<5000;>60;1,82;47,4;3340;70;3510000
Iraq;Asia;Western Asia;1991;<5000;>60;2,54;53,2;4030;62,8;17900000
Armenia;Asia;Western Asia;1992;<5000;>60;1,69;45,1;1980;69;3440000
Georgia;Asia;Western Asia;1992;<5000;>60;2,89;46,2;3430;68,9;5300000
Armenia;Asia;Western Asia;1993;<5000;>60;0,76;42,9;1850;68,7;3360000
Azerbaijan;Asia;Western Asia;1993;<5000;>60;6,39;95,6;4810;64,4;7580000
Georgia;Asia;Western Asia;1993;<5000;>60;1,91;45,6;2410;68,5;5210000
Armenia;Asia;Western Asia;1994;<5000;>60;0,824;40,7;1990;68,9;3280000
Azerbaijan;Asia;Western Asia;1994;<5000;>60;5,46;95,4;3810;63,9;7680000
Georgia;Asia;Western Asia;1994;<5000;>60;1,19;44,8;2180;69,7;5100000
Armenia;Asia;Western Asia;1995;<5000;>60;1,06;38,7;2170;69,3;3220000
Azerbaijan;Asia;Western Asia;1995;<5000;>60;4,29;94,1;3320;64,9;7780000
Georgia;Asia;Western Asia;1995;<5000;>60;0,459;43,8;2300;70,4;4980000
Yemen;Asia;Western Asia;1995;<5000;>60;0,683;112;3530;60,5;14900000
Armenia;Asia;Western Asia;1996;<5000;>60;0,809;36,8;2340;69,5;3170000
Azerbaijan;Asia;Western Asia;1996;<5000;>60;3,98;91,9;3330;65,3;7860000
Georgia;Asia;Western Asia;1996;<5000;>60;0,822;42,6;2620;71,2;4850000
Yemen;Asia;Western Asia;1996;<5000;>60;0,669;110;3560;60,8;15500000
Armenia;Asia;Western Asia;1997;<5000;>60;1,03;35;2440;70,3;3130000
Azerbaijan;Asia;Western Asia;1997;<5000;>60;3,76;88,6;3490;65,6;7930000
Georgia;Asia;Western Asia;1997;<5000;>60;0,909;41,2;2950;71,3;4710000
Yemen;Asia;Western Asia;1997;<5000;>60;0,814;107;3630;61,3;16000000
Armenia;Asia;Western Asia;1998;<5000;>60;1,08;33,3;2640;70,7;3110000
Azerbaijan;Asia;Western Asia;1998;<5000;>60;3,96;84,4;3800;65,8;7990000
Georgia;Asia;Western Asia;1998;<5000;>60;1,03;39,5;3070;71,4;4580000
Yemen;Asia;Western Asia;1998;<5000;>60;0,722;104;3740;61,7;16500000
Armenia;Asia;Western Asia;1999;<5000;>60;0,976;31,6;2740;71,2;3090000
Azerbaijan;Asia;Western Asia;1999;<5000;>60;3,55;79,6;4050;66,1;8050000
Georgia;Asia;Western Asia;1999;<5000;>60;0,91;37,6;3180;71,5;4460000
Yemen;Asia;Western Asia;1999;<5000;>60;0,8;99,6;3770;62,1;16900000
Armenia;Asia;Western Asia;2000;<5000;>60;1,13;30,1;2930;71,8;3070000
Azerbaijan;Asia;Western Asia;2000;<5000;>60;3,63;74,3;4460;66,6;8120000
Georgia;Asia;Western Asia;2000;<5000;>60;0,961;35,5;3260;71,7;4360000
Yemen;Asia;Western Asia;2000;<5000;>60;0,819;95,1;3890;62,6;17400000
Armenia;Asia;Western Asia;2001;<5000;>60;1,16;28,6;3220;72,1;3050000
Azerbaijan;Asia;Western Asia;2001;<5000;>60;3,51;69,1;4860;67,2;8200000
Georgia;Asia;Western Asia;2001;<5000;>60;0,807;33,3;3450;72;4300000
Yemen;Asia;Western Asia;2001;<5000;>60;0,881;90,5;3930;63,1;17900000
Armenia;Asia;Western Asia;2002;<5000;>60;1;27,2;3670;72,5;3030000
Georgia;Asia;Western Asia;2002;<5000;>60;0,733;31,1;3660;71,8;4260000
Yemen;Asia;Western Asia;2002;<5000;>60;0,833;85,8;3970;63,5;18400000
Armenia;Asia;Western Asia;2003;<5000;>60;1,14;25,9;4210;72,5;3020000
Georgia;Asia;Western Asia;2003;<5000;>60;0,824;28,8;4120;71,7;4240000
Yemen;Asia;Western Asia;2003;<5000;>60;0,889;81,3;4000;64;19000000
Armenia;Asia;Western Asia;2004;<5000;>60;1,21;24,6;4670;72,7;3000000
Georgia;Asia;Western Asia;2004;<5000;>60;0,954;26,6;4420;71,6;4230000
Yemen;Asia;Western Asia;2004;<5000;>60;0,943;76,9;4050;64,5;19500000
Georgia;Asia;Western Asia;2005;<5000;>60;1,13;24,6;4900;72;4210000
Yemen;Asia;Western Asia;2005;<5000;>60;0,974;72,7;4160;65;20100000
Yemen;Asia;Western Asia;2006;<5000;>60;1,01;68,6;4170;65,5;20700000
Yemen;Asia;Western Asia;2007;<5000;>60;0,964;64,8;4190;65,8;21300000
Yemen;Asia;Western Asia;2008;<5000;>60;0,999;61,3;4230;66,4;21900000
Yemen;Asia;Western Asia;2009;<5000;>60;1,07;58,3;4270;67;22500000
Yemen;Asia;Western Asia;2010;<5000;>60;0,993;56,3;4480;67,5;23200000
Yemen;Asia;Western Asia;2011;<5000;>60;0,811;55,5;3810;67,7;23800000
Yemen;Asia;Western Asia;2012;<5000;>60;0,749;55,3;3790;67,9;24500000
Yemen;Asia;Western Asia;2013;<5000;>60;0,997;55,3;3870;68,4;25100000
Yemen;Asia;Western Asia;2014;<5000;>60;0,865;55,3;3770;68,4;25800000
Kazakhstan;Asia;Central Asia;2010;>= 20000 and <40000;>60;15,2;21,5;20100;68,4;16300000
Kazakhstan;Asia;Central Asia;2011;>= 20000 and <40000;>60;15,6;19,3;21300;69;16500000
